4.989670461037662430e-01,2.081381050479765293e-01,1.835758928883850782e-01,-8.212842399726199769e-03,1.958304606048720253e-01,-6.217450457133649744e-02,-2.868885064989991074e-01,-8.212842399726194564e-03,5.652829024357968191e-01,-6.048159212934540729e-01,1.659697550652781961e-01,-2.055027739229215999e-01,0.000000000000000000e+00
4.711557376420786314e-01,3.198776943957010177e-01,2.198499753598238959e-01,-2.496006993147603104e-01,2.566446010026627977e+00,-3.896198855008998763e+00,1.037955094188919958e+00,2.237548740796405922e-01,3.649183172546384135e+00,1.185683751219113846e+00,2.799034077481132421e+00,2.035832846284364450e+00,0.000000000000000000e+00
4.427752235294261096e-01,3.185033012576474754e-01,1.956048487852812823e-01,-2.376717373930351540e-01,1.747027588090414030e+00,-3.774169092908042256e+00,1.606013336285638804e+00,2.061505841048016374e-01,4.073327978027157847e+00,2.591651086425088568e-01,2.763115812083117184e+00,1.569377274586546855e+00,0.000000000000000000e+00
4.182688429247410911e-01,3.130749199433210950e-01,1.730180007735420689e-01,-2.286774490948432770e-01,1.090982903450663954e+00,-4.045527067170649360e+00,2.417120111990314957e+00,1.902632571096256608e-01,4.354080682822758952e+00,-6.262151282670563868e-01,2.646607189181719555e+00,1.081258365373981789e+00,0.000000000000000000e+00
3.951024789624720812e-01,3.123699603686617698e-01,1.539189729326974065e-01,-2.199704603762830391e-01,1.025010147134789662e+00,-4.535562928200435273e+00,2.868575177808868393e+00,1.756175347118983376e-01,4.732590793331563184e+00,-1.350097824590998918e+00,2.649578347039004633e+00,7.329146217015581888e-01,0.000000000000000000e+00
3.741642256214872120e-01,3.112305882005468316e-01,1.366270248845587454e-01,-2.125128882757427173e-01,1.164011694092919047e+00,-5.073288784213190183e+00,3.173317516729433407e+00,1.620255272734487939e-01,5.071916956766873597e+00,-2.007088647724545538e+00,2.649484403683613820e+00,4.153439053587145158e-01,0.000000000000000000e+00
3.556915254933347703e-01,3.074746160559259089e-01,1.204599227619528312e-01,-2.066203951142110140e-01,1.388534682998428860e+00,-5.699458087987302690e+00,3.490494519989686850e+00,1.493714975581822979e-01,5.316037361031896502e+00,-2.641883489527500295e+00,2.594152616397534583e+00,8.000125510686223462e-02,0.000000000000000000e+00
3.413734693092644323e-01,2.927491007072173801e-01,1.037658703168270330e-01,-2.040478988042344344e-01,1.741236703506200634e+00,-6.556604380240102614e+00,3.919025709321609430e+00,1.375736063732490855e-01,5.245135844105319300e+00,-3.393788027264137863e+00,2.291147872908132044e+00,-4.398000560669512171e-01,0.000000000000000000e+00
3.325454959050176407e-01,2.607721357200840639e-01,8.560982195985739063e-02,-2.061849563736139479e-01,1.343784026770927120e+00,-5.786891844388236450e+00,3.478546080791529604e+00,1.265697315992353744e-01,4.693136996750908452e+00,-4.365223750570302208e+00,1.596042930369088175e+00,-1.268129684188483708e+00,0.000000000000000000e+00
3.221866782707061838e-01,2.439944773401469535e-01,7.177171613737173828e-02,-2.060559808335349907e-01,1.664163309255430878e+00,-6.572894876598496694e+00,3.882865511588707186e+00,1.163100757997134610e-01,4.511245321037602451e+00,-5.039600511069493471e+00,1.246229368794314230e+00,-1.774584558826203917e+00,0.000000000000000000e+00
