4.103811963586866951e-01,1.531559724792238786e+00,-4.103811963586866951e-01,-1.598486032348448438e-01,-2.320140249093565754e-01,-5.336262781739541383e-01
3.992948550641207683e-01,1.388285652580237173e+00,-3.406017085662891297e-01,-1.086023098894331740e-01,-2.065763190022905926e-01,-5.204202752331754667e-01
3.329503061965594646e-01,1.249926940639315864e+00,-3.334380574679901010e-01,-5.623508848066637311e-01,-1.869345388574949196e-01,-4.698465204953167218e-01
2.999635281868765491e-01,1.124777930453201513e+00,-3.002921536526432789e-01,-4.858543864135658197e-01,-1.716974446719300995e-01,-4.450071134889846958e-01
2.702705200388743068e-01,1.012139962215949041e+00,-2.705347949109325745e-01,-4.035113412540242139e-01,-1.579447271152478738e-01,-4.106930625103616395e-01
2.435464829046979085e-01,9.107703082229979819e-01,-2.437706537660180306e-01,-3.479483010228904272e-01,-1.438692459535157731e-01,-3.776935577301586688e-01
2.194843071157832337e-01,8.195468610522855801e-01,-2.196789401208371628e-01,-3.106151690611114735e-01,-1.302336880853887657e-01,-3.481960822420213653e-01
1.978102095667025884e-01,7.374574408722169849e-01,-1.979812878074325710e-01,-2.812660203328469777e-01,-1.179036796791809449e-01,-3.258185467102117094e-01
1.782809620720840482e-01,6.635896478829264034e-01,-1.784324425319576413e-01,-2.606965774143307213e-01,-1.071331778309420474e-01,-3.185142668892131379e-01
1.606800597776493478e-01,5.971214207693571474e-01,-1.608148282061048484e-01,-2.421096793420857707e-01,-9.693900967609382635e-02,-3.068557019513001860e-01
1.448143065356468639e-01,5.373123510044216511e-01,-1.449346047912967728e-01,-2.246350015467512284e-01,-8.794018311951759537e-02,-2.973821720569679306e-01
1.305109193755083219e-01,4.834957470260760615e-01,-1.306185632528075180e-01,-2.085164135755082082e-01,-7.948228781643018603e-02,-2.840623809211715867e-01
1.176150785929212933e-01,4.350714148983039764e-01,-1.177115806321872710e-01,-1.938467642371325961e-01,-7.194979539571753901e-02,-2.728761115013085825e-01
1.059878407423648777e-01,3.914991095254064524e-01,-1.060744853769603202e-01,-1.800507286544734409e-01,-6.496077322838597623e-02,-2.590144281188813680e-01
9.550434670936737425e-02,3.522926058082045953e-01,-9.558223949147946763e-02,-1.674140243231829195e-01,-5.866199815347690472e-02,-2.461496075701734010e-01
8.605227205644863653e-02,3.170143386053670964e-01,-8.612237380209886162e-02,-1.554957404769169438e-01,-5.289270662711172827e-02,-2.320241386909294712e-01
7.753047851348812691e-02,2.852705619984263752e-01,-7.759363014987168128e-02,-1.442921677244645429e-01,-4.765811190636299460e-02,-2.180394370229655210e-01
6.984783413959490261e-02,2.567069810668084484e-01,-6.990477552083491919e-02,-1.338066036287151317e-01,-4.290529314091793417e-02,-2.038795758011547332e-01
6.292217612462355780e-02,2.310048125612543246e-01,-6.297356075387139374e-02,-1.237912853609961089e-01,-3.859369542042205559e-02,-1.897564938256096345e-01
5.667939508586367081e-02,2.078772341918921907e-01,-5.672580194495389916e-02,-1.143882622062684928e-01,-3.469381902572180737e-02,-1.758750763365201919e-01
5.105262350763825618e-02,1.870661855422712239e-01,-5.109456676872279474e-02,-1.053918711140649639e-01,-3.116645612584923591e-02,-1.622693456444883331e-01
4.598151397175054972e-02,1.683394867879372259e-01,-4.601945110840159614e-02,-9.688708006508987836e-02,-2.798372939492373840e-02,-1.490940551663686442e-01
4.141159523507760565e-02,1.514882443896384823e-01,-4.144593389023348146e-02,-8.877514654231297153e-02,-2.511332202003537656e-02,-1.364129693978828051e-01
3.729369616266322435e-02,1.363245157254640849e-01,-3.732480002782646161e-02,-8.110365776677455618e-02,-2.252954329022718166e-02,-1.243325754589010984e-01
3.358342911599342812e-02,1.226792072163769426e-01,-3.361162300792761709e-02,-7.384849035696747221e-02,-2.020532382331126017e-02,-1.129203299334801402e-01
3.024072569749541861e-02,1.104001828875312008e-01,-3.026629997232253150e-02,-6.704874120859705133e-02,-1.811782199811206792e-02,-1.022540127189831283e-01
2.722941881842516967e-02,9.935056249983108267e-02,-2.725263323070833965e-02,-6.071973300766186910e-02,-1.624425010382290341e-02,-9.238090478427424257e-02
2.451686593194844430e-02,8.940719039169356397e-02,-2.453795302327432121e-02,-5.488820304067717343e-02,-1.456450271320349453e-02,-8.333270487682981065e-02
2.207360899213743968e-02,8.045925800045450327e-02,-2.209277707686880740e-02,-4.955973215663282694e-02,-1.305924206340927651e-02,-7.510364429768832950e-02
1.987306729221135007e-02,7.240706469777308252e-02,-1.989050309552838416e-02,-4.472263665472537425e-02,-1.171093707725091512e-02,-6.765981956890904092e-02
1.789125982591132161e-02,6.516090308532802855e-02,-1.790713081971117768e-02,-4.034707715905627018e-02,-1.050330262109254974e-02,-6.094405218371932997e-02
1.610655422431976971e-02,5.864005626763289791e-02,-1.612101069914083709e-02,-3.639488353276020688e-02,-9.421642741541816704e-03,-5.489146378193573289e-02
1.449943966286832385e-02,5.277189585923337811e-02,-1.451261656817481351e-02,-3.282670658495840527e-02,-8.452698984775620233e-03,-4.943801230686942910e-02
1.305232142280754459e-02,4.749107060474110770e-02,-1.306434000328780300e-02,-2.960572167326311691e-02,-7.584605959178284881e-03,-4.452474138052569391e-02
1.174933503843193262e-02,4.273877650245314769e-02,-1.176030429015794722e-02,-2.669841467366134563e-02,-6.806746955098289323e-03,-4.009829380063177628e-02
1.057617817414299721e-02,3.846210023536623251e-02,-1.058619614129072302e-02,-2.407447281174266915e-02,-6.109629747131702093e-03,-3.611057507888754126e-02
9.519958560458563479e-03,3.461342853638798428e-02,-9.529113490663624828e-03,-2.170649654846762769e-02,-5.484767641109837728e-03,-3.251824011993938168e-02
8.569056480430952208e-03,3.114991685581669847e-02,-8.577427854633794604e-03,-1.956972149040553041e-02,-4.924573532508070423e-03,-2.928222157114977742e-02
7.713000441571054265e-03,2.803301136653275905e-02,-7.720659892306488623e-03,-1.764176503249418812e-02,-4.422264755182885379e-03,-2.636730460214017566e-02
6.942354796345404089e-03,2.522801894290912367e-02,-6.949366926804945513e-03,-1.590239727507420514e-02,-3.971777823480782815e-03,-2.374174522578732446e-02
6.248618189058400933e-03,2.270372028974473530e-02,-6.255041303833921811e-03,-1.433333399086353203e-02,-3.567692054819894196e-03,-2.137692729365134325e-02
5.624131810288838726e-03,2.043202188348648349e-02,-5.630018567475138583e-03,-1.291804960059524457e-02,-3.205161179365747723e-03,-1.924705401160288487e-02
5.061996533542332741e-03,1.838764282500204156e-02,-5.067394526793486675e-03,-1.164160826447466907e-02,-2.879852130201510617e-03,-1.732887031698644720e-02
4.555998093582384369e-03,1.654783309611831607e-02,-4.560950371763666973e-03,-1.049051134863244160e-02,-2.587890285987850397e-03,-1.560141288996396564e-02
4.100539542984112801e-03,1.489212006541557227e-02,-4.105085074219691661e-03,-9.452559673910433669e-03,-2.325810508745046294e-03,-1.404578494284888096e-02
3.690580293620021688e-03,1.340208040641340144e-02,-3.694754379790650498e-03,-8.516729096405490154e-03,-2.090513383072079272e-03,-1.264495325260540232e-02
