4.103811963586866951e-01,1.531559724792238786e+00,-4.103811963586866951e-01,-1.598486032348448438e-01,-2.320140249093565754e-01,-5.336262781739541383e-01
4.084844812662434821e-01,1.502906747678145694e+00,-3.960296268426453659e-01,-1.483504850612797077e-01,-2.269843386814349440e-01,-5.320424457331096590e-01
3.939434722325000915e-01,1.472771102299402113e+00,-3.944226285036844248e-01,-7.615067781734231600e-01,-1.926580840650843063e-01,-3.568359385147814589e-01
3.860947998322388774e-01,1.443183334663536321e+00,-3.864403928887255590e-01,-7.456343310920819922e-01,-1.888416514809136693e-01,-3.501251820022376338e-01
3.783623144086090684e-01,1.414189592456530642e+00,-3.786624192239871900e-01,-7.301103759463460907e-01,-1.851210210189669914e-01,-3.434839198463903731e-01
3.707761774867400772e-01,1.385777936065354377e+00,-3.710518363399760156e-01,-7.149044903510205495e-01,-1.814752270869988693e-01,-3.369196414779320192e-01
3.633394834206430946e-01,1.357936709027719013e+00,-3.635990060496034904e-01,-6.999975691862226901e-01,-1.779006213379258627e-01,-3.304393067522020111e-01
3.560511129999781033e-01,1.330654490640651222e+00,-3.562986579097992546e-01,-6.853761832111562313e-01,-1.743962389823834891e-01,-3.240531223396436733e-01
3.489088242098733472e-01,1.303920087111843484e+00,-3.491467927595128806e-01,-6.710309064987370897e-01,-1.709618210990269671e-01,-3.177742244596170051e-01
3.419100041680600000e-01,1.277722526467914621e+00,-3.421399257761857937e-01,-6.569549783066490622e-01,-1.675973752157042806e-01,-3.116181724844402368e-01
3.350519145803855792e-01,1.252051054179678102e+00,-3.352748363872565807e-01,-6.431428965564512934e-01,-1.643031350032236326e-01,-3.056030310527482752e-01
3.283317876742208874e-01,1.226895129005267648e+00,-3.285484679981552358e-01,-6.295888403802027966e-01,-1.610797359418021935e-01,-2.997506701409293761e-01
3.217468684117679167e-01,1.202244418937312709e+00,-3.219578816959455247e-01,-6.162847221008513898e-01,-1.579286420341120267e-01,-2.940903481456287327e-01
3.152944345584209329e-01,1.178088797222798911e+00,-3.155002323258671026e-01,-6.032172542606920596e-01,-1.548530529908803133e-01,-2.886671200031430962e-01
3.089718066444382405e-01,1.154418338446201453e+00,-3.091727548800097258e-01,-5.903623451017191437e-01,-1.518599758141556955e-01,-2.835621509359865233e-01
3.027763529409214782e-01,1.131223314673146074e+00,-3.029727560578820977e-01,-5.776731541618261856e-01,-1.489652663539273170e-01,-2.789449976525733566e-01
2.967054918233560379e-01,1.108494191654009198e+00,-2.968976086088458421e-01,-5.650811576795310431e-01,-1.461987627137699142e-01,-2.751551890312919912e-01
2.907566927009115898e-01,1.086221625087616882e+00,-2.909447472635066645e-01,-5.533169680321436967e-01,-1.433669485098262586e-01,-2.707681972405183712e-01
2.849274761302635350e-01,1.064396456945298164e+00,-2.851116656222975609e-01,-5.420117473860623925e-01,-1.405329926393114603e-01,-2.659903615832124868e-01
2.792154134544103106e-01,1.043009711855534594e+00,-2.793959136492791262e-01,-5.310724485391050687e-01,-1.377177909106733489e-01,-2.609895077978566236e-01
2.736181261612306570e-01,1.022052593549347188e+00,-2.737950955661896391e-01,-5.204406987242329308e-01,-1.349360175941545781e-01,-2.558816301785109548e-01
2.681332850768323173e-01,1.001516481366403699e+00,-2.683068680225921820e-01,-5.100705902015649773e-01,-1.321974321451614420e-01,-2.507566482875627223e-01
2.627586094634944969e-01,9.813929268217347346e-01,-2.629289384641960714e-01,-4.999254774702387993e-01,-1.295098742380724754e-01,-2.456842075150712512e-01
2.574918660654669789e-01,9.616736502328171454e-01,-2.576590636488105268e-01,-4.899846649008564592e-01,-1.268765901754896064e-01,-2.407021869161465877e-01
2.523308681298980782e-01,9.423505374066771800e-01,-2.524950482761522674e-01,-4.802380115475068378e-01,-1.242980678891706658e-01,-2.358228535651214208e-01
2.472734744202678137e-01,9.234156363865926309e-01,-2.474347437082515255e-01,-4.706807924821871936e-01,-1.217733631830447277e-01,-2.310473945685060648e-01
2.423175882334794862e-01,9.048611542578781641e-01,-2.424760467640325601e-01,-4.613095671308730661e-01,-1.193012424354451817e-01,-2.263736571089878802e-01
2.374611564277499254e-01,8.866794540121896162e-01,-2.376168985761482610e-01,-4.521211627844147207e-01,-1.168804546473359574e-01,-2.217991302293511324e-01
