4.103811963586866951e-01,1.531559724792238786e+00,-4.103811963586866951e-01,-1.598486032348448438e-01,-2.320140249093565754e-01,-5.336262781739541383e-01
3.992948488136448537e-01,1.388285650639087265e+00,-3.406017146162959586e-01,-1.086023164363432436e-01,-2.065763219175957566e-01,-5.204202655510251629e-01
3.329503058991336029e-01,1.249926938633312279e+00,-3.334380575342668629e-01,-5.623492156982006218e-01,-1.869346871230672114e-01,-4.698467510977429318e-01
2.999635279606167604e-01,1.124777928647420877e+00,-3.002921536729983298e-01,-4.858524228945984014e-01,-1.716976707053625983e-01,-4.450078084035645754e-01
2.702705198475677251e-01,1.012139960590514809e+00,-2.705347949181776679e-01,-4.035080212589857718e-01,-1.579451262146516211e-01,-4.106942114346776029e-01
2.435464827380031672e-01,9.107703067599642877e-01,-2.437706537677393481e-01,-3.479453384891750822e-01,-1.438696591316713791e-01,-3.776949157893458864e-01
2.194843069686273351e-01,8.195468597354721441e-01,-2.196789401198254443e-01,-3.106127621008800133e-01,-1.302341205205941599e-01,-3.481978237722892500e-01
1.978102094358884788e-01,7.374574396870429149e-01,-1.979812878049602154e-01,-2.812644248991654772e-01,-1.179042130200120553e-01,-3.258218160089156878e-01
1.782809619553079594e-01,6.635896468162550965e-01,-1.784324425286847038e-01,-2.606974319799366113e-01,-1.071340590987948510e-01,-3.185231603144343948e-01
1.606800596731186581e-01,5.971214198093570680e-01,-1.608148282024036979e-01,-2.421149272426489918e-01,-9.694104512118571770e-02,-3.068790373525165371e-01
1.448143064419000203e-01,5.373123501404386548e-01,-1.449346047873915078e-01,-2.246408561540384763e-01,-8.794255652250190791e-02,-2.974076769117679486e-01
1.305109192913192773e-01,4.834957462485161561e-01,-1.306185632488396087e-01,-2.085236823805233231e-01,-7.948521091221689983e-02,-2.840909170019306207e-01
1.176150785172414698e-01,4.350714141985296823e-01,-1.177115806282501287e-01,-1.938553923440740623e-01,-7.195323130478398221e-02,-2.729090242217275253e-01
1.059878406742847251e-01,3.914991088956403797e-01,-1.060744853731147436e-01,-1.800613218277357097e-01,-6.496481742438241225e-02,-2.590515637005647576e-01
9.550434664809077934e-02,3.522926052414460107e-01,-9.558223948776674306e-02,-1.674271333478664636e-01,-5.866672927524582692e-02,-2.461933790088716711e-01
8.605227200127438247e-02,3.170143380953149848e-01,-8.612237379854589814e-02,-1.555114382872092027e-01,-5.289810180285930280e-02,-2.320730695669035171e-01
7.753047846379436392e-02,2.852705615394081073e-01,-7.759363014649584001e-02,-1.443111580164689323e-01,-4.766428913126276312e-02,-2.180954680190349548e-01
6.984783409482847594e-02,2.567069806537192189e-01,-6.990477551764641417e-02,-1.338289773699986029e-01,-4.291221050189820974e-02,-2.039416087831170676e-01
6.292217608429075126e-02,2.310048121894997253e-01,-6.297356075087540139e-02,-1.238172174251429836e-01,-3.860142851406030140e-02,-1.898247791034217147e-01
5.667939504952229646e-02,2.078772338573361134e-01,-5.672580194215134930e-02,-1.144181361996858132e-01,-3.470234844997149848e-02,-1.759492388582390987e-01
